Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
1/28/20 19:00,Okotoks (Canada),AB,Canada,Light,45 seconds,"Five lights equally separated and travelling in a line quite fast.  ((""Starlink"" satellites??))",1/31/20,
1/28/20 18:45,Davis,CA,USA,,10 secondsss,Two very bright star like objects seen near Orions Belt,1/31/20,
1/28/20 18:45,North Hollywood,CA,USA,Other,15 minutes,2 observers. Brightness of Jupiter.  Conscious attention scared em away.  Immediate reaction.,1/31/20,
1/28/20 18:35,Deming,WA,USA,Triangle,10 minutes,"They were all in a straight line as I looked the line of lights was almost horizon to horizon.  ((""Starlink"" satellites??))",1/31/20,
1/28/20 18:35,Natchitoches,LA,USA,Light,5 minutes,Orange/white light in the sky.,1/31/20,
1/28/20 18:34,Shoreline,WA,USA,Light,20 minutes,"12-13 lights witnessed, traveling perpendicular to clouds and stars, some in loose formation with no Civilian Airliner Nav strobes.",1/31/20,
1/28/20 18:30,Benton City,,USA,Other,10 minutes,"I seen a line of lights equally spaced seemed very high in the sky.  ((""Spacelink"" satellites??))",2/25/20,
1/28/20 18:25,Honolulu,HI,USA,Changing,38 seconds,Me and my friend were working on my van in my mom's driveway. helicopters have been flying low buzzing her house very low shaking windo,1/31/20,
1/28/20 18:05,Woodland,CA,USA,Orb,~7 minutes,"As I was leaving work on Tuesday (1/28/2020), I looked to the night sky and saw about five (possibly more) orange orbs in the sky. They",1/31/20,
1/28/20 17:35,N. Myrtle Beach,SC,USA,Chevron,4-5 minutes,Huge Chevron Shaped craft,1/31/20,
1/28/20 15:30,Las Vegas,NV,USA,Triangle,30,"Shaped like a triangle, transparent like a light cloud camouflaged with the background but clear shape that could be seen through. Larg",1/31/20,
1/28/20 09:45,Asheville,NC,USA,Egg,5 seconds,dark pill shaped object over the black mountain range,2/7/20,
1/28/20 07:00,Cork (City)(Ireland),,Ireland,Circle,10 minutes,While standing on our decking having my morning tea we noticed what appeared at first to be a satellite passing over us coming out of t,2/7/20,
1/28/20 06:53,North Port,FL,USA,,,MADAR Node 147,2/25/20,
1/28/20 06:26,Valley City,ND,USA,,,MADAR Node 93,2/13/20,
1/28/20 05:30,Green River,UT,USA,Teardrop,5-8 seconds,"Teardrop shaped object, Green River, Utah.",1/31/20,
1/28/20 05:19,Royal Palm Beach,FL,USA,,,MADAR Node  76,2/13/20,
1/27/20 23:00,Grand Island,NY,USA,Oval,15 minutes,"MY UFO REPORTING OF 2002 IS GONE ? A SHARED ABDUCTION ON GRAND ISLAND N.Y. UNDER JUNE OF 1975 IS NO LONGER THERE ,,, after the abductio",2/7/20,
1/27/20 22:30,Fishersville,VA,USA,Oval,2 minutes,the craft was much larger than a helicopter and oval shaped grey with spinning colored lights and followed beside my car.,2/25/20,
1/27/20 22:30,Bangor,ME,USA,Flash,10 seconds,Was riding by Mount Hope Cemetery (2nd oldest cemetery in United States. My friend and I saw a big orange light manifest twice. Was big,2/7/20,
1/27/20 22:28,Lakewood,CA,USA,Unknown,1 minute,Large red pulsating light vanished.,2/7/20,
1/27/20 20:00,Jupiter,FL,USA,Circle,15 minutes,"I recorded a object in the night sky on 01/27/2020 in Jupiter, FL. I observed the object appearing and disappearing at least 4 times in",6/25/20,
1/27/20 20:00,Meridian,ID,USA,Circle,5 seconds,My son was taking out the trash.  We saw a fireball a few years ago right down the street & talk about it all the time.  He started won,1/31/20,
1/27/20 19:00,Rockvale,TN,USA,Other,hours,"Large Light formation in west/soutwest sky above the moon, 7PM Rockvale, Tennessee",2/7/20,
1/27/20 18:40,Weatherford,TX,USA,Unknown,30,Low flying/hovering helicopter sounding objects with bright white lights,2/7/20,
1/27/20 17:45,Oxford,MS,USA,Disk,Unknown,"3 blue lit UFOs seen at dusk near local Walmart in Oxford, MS",2/7/20,
1/27/20 11:23,Fishers,IN,USA,,,MADAR Node 84,2/13/20,
1/27/20 05:25,Newburgh,IN,USA,,,MADAR Node 142,2/25/20,
1/27/20,,,,,,I filed a report and it was never listed. I am skeptical of your authenticity. Most of your listings are formulaic and appear to be not,1/31/20,
1/26/20 23:30,Phuket (Thailand),,Thailand,,Continue,"Greetings from Thailand, coconut Island. I have not seen UFO with my eyes but since last night very strange occurrences. ((anonymous))",1/31/20,
1/26/20 23:00,Hazel Green,KY,USA,Triangle,45 minutes,"3 black triangles in formation flying low in a southeasterly direction, make no sound at all.",1/31/20,
1/26/20 20:21,Olympia,WA,USA,Orb,15 minutes,Orange orbs with accompanying rumbling noise.  ((anonymous report)),1/31/20,
1/26/20 20:17,Cochrane (Canada),AB,Canada,Unknown,8 minutes,"String on various lights on sky flying on straight line and disappearing one by one on the same spot.  ((""Starlink satellites??))",1/31/20,
1/26/20 19:00,Bushkill,PA,USA,Changing,15 minutes,Lights changing shape,1/31/20,
1/26/20 18:15,Kenai,AK,USA,Egg,2 minutes,"Bright Red and Orange Egg shaped crafts flying about 500 feet, 6 in a row, no sound whatsoever, lights not blinking.",1/31/20,
1/26/20 18:00,Pasadena,TX,USA,Orb,10 minutes,The orb/sphere was very a bright orange. It was very slowly moving (compared to a nearby aircraft that quickly flew nearby) It pulsated,1/31/20,
1/26/20 16:30,Fairfax,CA,USA,Fireball,2-3 seconds,low and close extremely bright white fireball Fairfax CA followed by loud boom.,1/31/20,
1/26/20 16:15,Santa Rsoa,CA,USA,Cylinder,10 seconds,"Bright green glowing cylinder, flying horizontally, in a steady direct line, disappearing abruptly without arcing, falling or flaring.",2/13/20,
1/26/20 06:45,Aynor,SC,USA,Unknown,45 seconds,"This orange/fiery object seemed as if were a plane on fire, and then I lost sight of it while driving after slowing down.",1/31/20,
1/26/20 04:13,Mobile,AL,USA,,,MADAR Node 63,1/31/20,
1/25/20 22:00,Coral Springs,FL,USA,Circle,1:39,It was 10:00 pm est and I was outside of my house and I looked up and saw a circle red light moving at a slow place from the North. I r,1/31/20,
1/25/20 21:24,Lawrenceville,GA,USA,,,MADAR Node  92,2/7/20,
1/25/20 21:00,Queen Charlotte Island,BC,Canada,,5 minutes,"On a Alaska night flight from Seattle to Juneau AK. Midway in the flight my daughter ask me what was outside the window,I look of in th",9/4/20,
1/25/20 18:12,Belfast (near)(Northern Ireland),,Yes,Circle,2 occasions around 1 mi,Very bright green and red lights.,1/31/20,
1/25/20 17:30,Peterborough (Canada),,Canada,Circle,1 minute,Circle of bright orange light moving across the sky  and then suddenly disappeared,1/31/20,
1/25/20 17:20,Red Deer (Canada),AB,Canada,Other,10 minutes,"Silent, no man baskets, no light, floating in a nortward direction over Red Deer AB about 5:20 PM Jan 25/20",1/31/20,
1/25/20 07:23,Spencerville,IN,USA,,,MADAR Node 81,1/31/20,
1/25/20 06:25,Sanford,FL,USA,,,MADAR Node 91,2/7/20,
1/25/20 05:45,Salt Lake City,UT,USA,,15-20 minutes,"Witnessed during predawn clear sky succession of white lights 20-25 equally spaced.  ((""Starlink"" satellites.))",4/9/20,
1/25/20 03:50,Hyattsville,MD,USA,Triangle,5 minutes,My boyfriend left out for work at 3:30AM. I get a call that woke me up out of my sleep. My boyfriend started freaking out on the phone.,1/19/21,
1/24/20 22:25,Roosevelt,UT,USA,Triangle,7 minutes,"lights over Roosevelt, UT",2/7/20,
1/24/20 20:50,Fort Lauderdale,FL,USA,Fireball,5 minutes,"Rotating discs that initially look like flashing fire balls moving in a row and disappearing  ((""Starlink"" satellites??))",2/7/20,
1/24/20 19:45,Oklahoma City,OK,USA,Flash,1 second,Green light across sky,1/31/20,
1/24/20 19:30,Victoria (Canada),BC,Canada,Other,less than 2 hours,Multple sightings of slow-moving colored lights in night sky with one descent of red arced light to ground,6/25/20,
1/24/20 19:25,LARKSPUR,AB,Canada,Other,20 minutes,"I noticed 12 unusual  bright lights in the Western sky. They seemed to be slowly drifting SouthEast in a perfectly straight line,",12/23/20,
1/24/20 19:15,Debolt (Canada),AB,Canada,Circle,20 minutes,"I witnessed a straight line of what looked like stars moving across the sky, perfectly spaced out. ((""Starlink"" satellites??))",2/7/20,
1/24/20 18:50,Manchester,CT,USA,Circle,2 hours,"Clear night with one bright circular object, aura, captivating",2/7/20,
1/24/20 18:00,Gorham,NH,USA,Disk,50 minutes,"1-24-20 followed from gorham nh to conway nh by very large to me disk  shaped bright object for over 45 minutes plus,got video",1/31/20,
1/24/20 07:06,Rotonda West,FL,USA,Oval,1 second,3-dimentional object,2/7/20,
1/24/20 06:01,Cambridge,OH,USA,,,MADAR Node 137,2/7/20,
1/24/20 05:40,St. Louis,MO,USA,,,MADAR Node  70,1/31/20,
1/24/20 05:33,Valley City,ND,USA,,,MADAR Node  93,2/7/20,
1/24/20 02:00,Pawtucket,RI,USA,Circle,,I saw a flying saucer outside of a retail company but that was not the first a few years ago,2/7/20,
1/24/20 00:00,Tampa,FL,USA,Light,10 minutes,I was outside my house with my Boyfriend and I saw a red light in the sky in the same spot for about 10 minutes.,8/20/20,
1/23/20 21:43,Las Vegas,NV,USA,Light,1 minute,"Single flashing light flew across sky, light then went out and disappeared. Reappeared a second later and moves upwards then turned lef",2/7/20,
1/23/20 21:28,Waimanalo,HI,USA,Triangle,21:38,"I saw a bright light outside, so I ran out to look at it, my roommate joined me. It was a very bright light that was a ball of light li",2/7/20,
1/23/20 21:00,Marin County,CA,USA,Cylinder,20 minutes,Stationary groups of  glowing lights seen at treetop level,4/9/20,
1/23/20 20:00,Lufkin,TX,USA,Formation,5 minutes,"On Hwy 69 near Hwy 59 on N side of Lufkin and noticed 10-12 orange & white lights in a row in the sky.((""Starlink"" satellites??))",2/7/20,
1/23/20 19:50,Memramcook (Canada),NB,Canada,Circle,1 hour,"Circle with red dots in Memramcook, NB",2/7/20,
1/23/20 19:35,Santa Fe,NM,USA,Changing,45 minutes,"Large Object Hovering/Flying  with Flashing bright lights over Santa FE NM, witnessed by 3",2/7/20,
1/23/20 19:30,Fort Lauderdale,FL,USA,Circle,10 min,((HOAX))  I have video proof.  ((NUFORC Note:  Source elects to remain totally anonymous; provides no contact information.  PD)),3/2/21,
1/23/20 19:27,Farmington Hills,MI,USA,,,MADAR Node 144,2/7/20,
1/23/20 18:20,Wilmington,DE,USA,Light,15 seconds,"What first appeared as a bright star, turns a dim red and starts jumping location.",2/7/20,
1/23/20 17:00,Toronto (Canada),ON,Canada,Rectangle,2 minutes,"I was shoveling snow on my balcony , When I seen something in my proifial vision, when I looked up it was about four or five feet away",2/7/20,
1/23/20 12:57,Mt. Vernon,IN,USA,,,MADAR Node 119,2/7/20,
1/23/20 10:41,Amargosa Valley,NV,USA,Disk,5 seconds,Two flat dark gray metallic discs hovering in Armagosa valley NV.,2/7/20,
1/23/20 06:15,Williamsport,PA,USA,Circle,15,"18 dots - 50k+ ft - Williamsport, PA.  ((""Starlink"" satellites??))",2/7/20,
1/23/20 05:30,Plymouth Township,MI,USA,Triangle,10 minutes,Low flying object with bright white lights and two blinking red lights flying low overhead in residential area,2/7/20,
1/23/20 05:25,Valley City,ND,USA,,,MADAR Node  93,2/7/20,
1/23/20 00:30,Blackwood,NJ,USA,Fireball,5 minutes,I was driving down the road and looked up and saw a super bright red light in the sky.  It looked close and was very big. It looked lik,1/31/20,
1/22/20 21:00,North Andover,MA,USA,Formation,25 seconds,5 star looking lights flying in pentagon formation,2/13/20,
1/22/20 20:00,Ripley,TN,USA,Light,20 minutes,Blue-green light in east sky moving in pattern,2/7/20,
1/22/20 19:47,Corpus Christi,TX,USA,Fireball,30,"There was a bright shining object flying fast across the sky, I took a video of this object as it was spinning fast in the sky",2/7/20,
1/22/20 19:18,Battle Creek,MI,USA,Light,2 minutes,Large Moving Bright Red Light Over Battle Creek,1/31/20,
1/22/20 19:00,Rosedale,MD,USA,Sphere,20 seconds,I look directly up and see a sphere of a bright light traveling west to east then the bright light dissapears and a small red light app,2/7/20,
1/22/20 18:45,San Francisco,CA,USA,Circle,2 minutes,White star craft unseen by naked eye,2/7/20,
1/22/20 18:40,Dalzell,SC,USA,Orb,5 minutes,"UFO?? Dalzell, South Carolina",2/7/20,
1/22/20 17:45,Warren,RI,USA,Egg,19:00,Upside down egg shaped glowing object with blue whispy tail and red blinking orbs.,2/7/20,
1/22/20 16:45,Huntsville,AL,USA,Unknown,30 minutes,"spotted  flying object  with flashing bright white light,then stopped remained there and desend downward",1/31/20,
1/22/20 10:32,Port Charlotte,FL,USA,Rectangle,10 seconds,White rectangular craft in southwest Florida,1/31/20,
1/22/20 09:35,Bear,DE,USA,Triangle,3 minutes,I noticed an elongated blackish triangle shaped object. It seemed to be moving pretty fast its angle was very steep. I would say on a,1/31/20,
1/22/20 06:44,Evansville,IN,USA,,,MADAR Node 153,2/7/20,
1/22/20 03:30,Ripon,CA,USA,Cigar,,"We were traveling south on highway 99 passing through Ripon, CA .  I was looking at the clouds against the beautiful color of blue sky.",3/31/21,
1/22/20 01:25,Largo,FL,USA,,,MADAR Node 140,2/7/20,
1/21/20 22:30,Fishersville,VA,USA,Oval,2 minutes,the craft was larger than a helicopter and oval shaped grey with spinning colored lights and followed beside my car.,1/31/20,
1/21/20 21:15,Pukalani,HI,USA,Oval,2 minutes,Bright orange glowing oval shaped object moving in the sky,1/31/20,
1/21/20 16:54,Baton Rouge,LA,USA,Circle,10 minutes,"Large black balloon spotted over Baton Rouge, LA, USA",1/31/20,
1/21/20 16:43,Jonesboro,AR,USA,,,MADAR Node 143,2/7/20,
1/21/20 16:28,Mobile,AL,USA,,,MADAR Node  63,1/31/20,
1/21/20 16:00,Siler city,NC,USA,Disk,10 minutes,I seen a metallic and silver objects in the air less than 1500 ft it was big.,1/31/20,
1/21/20 16:00,Siler City,NC,USA,Disk,10 minutes,I seen a metallic and silver objects in the air.,1/31/20,
1/21/20 11:27,Tomkins Cove,NY,USA,Cylinder,4 minutes,"Extremely slow moving cylinder shaped object in sky to the west just above the tree line. There was no noise, no vapor, no lights...jus",2/7/20,
1/21/20 08:45,Peterhead (UK/Scotland),,United Kingdom,Triangle,15 minutes,UFO over North Sea Punched Hole in Blue Sky.,1/31/20,
1/21/20 05:29,Austin,TX,USA,,,MADAR Node 101,2/7/20,
1/21/20 05:05,Canyon Country,CA,USA,Light,10 seconds,"Moving slow In sky like 10 sec pass over shadow pine.  ((""Starlink"" satellites??))",1/31/20,
1/21/20 03:30,Botkin,OH,USA,Disk,11-15 minutes,While traveling south on interstate 75 my fiancee and  I saw a very large amber glow in the distance with what seemed to be a cone shap,1/31/20,
1/21/20 03:08,Clarksville,TN,USA,,,MADAR Node 138,2/7/20,
1/21/20 03:00,Hutchinson,KS,USA,Oval,10 seconds,"I sighted the object at 3am-ish in Kansas. My fiancee and I went out to my vehicle to have a cigarette, because we couldn't sleep. He w",1/31/20,
1/21/20 00:00,Gouverneur,NY,USA,Unknown,1 minute,At about 12:50 or so I was sitting down with my girlfriend to put together a puzzle . shortly after we began separating out the edge pi,1/31/20,
1/21/20 00:00,Gouverneur,NY,USA,Unknown,1 minute,My partner and I were sitting in our living room and heard a strang  whirring noise out curiosity I decided to look out the window and,1/31/20,
1/20/20 21:00,Princeton,WV,USA,Light,1-2 hours,A large array of lights resembling the aurora borealis were seen over the sky's of mercer county.,1/31/20,
1/20/20 21:00,Laurelville,OH,USA,,,MADAR Node 145,2/7/20,
1/20/20 19:20,Gilbert,AZ,USA,Circle,2 minutes,At 1920 p.m. I witnessed a green circle light with a red light attached flying from west to east. It made no sound. Suddenly it Stopped,1/31/20,
1/20/20 19:00,Tirana (Albania),,Albania,Light,5 minutes,"Many strange lights (roughly 40 of them) following each other in the night sky. ((""Starlink"" satellites))",2/7/20,
1/20/20 19:00,Knoxville,TN,USA,Circle,2 minutes,"Round, white light in sky moving back and forth very rapidly.",1/31/20,
1/20/20 18:35,Sarasota,FL,USA,Other,15 minutes,UFO orb flying over Sarasota,6/25/20,
1/20/20 18:00,Henderson,NY,USA,Triangle,2 hours,Flashing red and green lights triangle shaped seemed to hover in one area as I walked it seemed to move my way,1/31/20,
1/20/20 17:57,Lowell,IN,USA,Light,30 minutes,Super bright spherical light hovered in one spot no sound creepy as hell not a drone.,1/31/20,
1/20/20 15:00,Detroit,MI,USA,Flash,45 minutes,"Seen 3 middle one flashed as if it were a mirror, commercial plane flew past within no time jets flew through and went around objects,",1/31/20,
1/20/20 14:00,Old Westbury,NY,USA,Other,,"Hi. This was not a UFO in the sky sighting. There's still snow on our lawn. I went out to look at something, and noticed unusual prints",1/31/20,
1/20/20 13:58,Temple City,CA,USA,Changing,1 minute,"Metallic Floating object determined not to be a plane, drone, helicopter or otherwise non-conventional flying object. Change shape and",3/2/21,
1/20/20 07:04,Fishers,IN,USA,,,MADAR Node  84,1/31/20,
1/20/20 06:30,Ft. Worth,TX,USA,Orb,5 minutes,I was walking down my driveway to let my dog go poop. While i was waiting i was looking up at the stars . Ten i see a small orb of ligh,1/31/20,
1/20/20 06:30,Ft. Worth,TX,USA,Orb,5 minutes,I was looking up at the stars .,1/31/20,
1/20/20 06:30,Hollywood,MD,USA,Circle,2 hours,"Captured footage  of bright stars, revealed to be clear, circular hovering objects in southern Maryland.",1/31/20,
1/20/20 06:01,Cambridge,OH,USA,,,MADAR Node 137,2/7/20,
1/20/20 04:55,Sydney (Australia),,Australia,Light,30-60 seconds,A light hi up looking like a star but moving thought maybe was a plane but real hi up.. ((Starlink satellites?),1/31/20,
1/20/20 04:55,Sydney (Australia),,Australia,Light,30-60 seconds,"A light looking like a star but moving thought maybe was a plane but real hi up..then a second one (""Starlink"" satellites.))",1/31/20,
1/20/20 03:21,Royal Palm Beach,FL,USA,,,MADAR Node  76,1/31/20,
1/20/20 00:45,Schaghticoke,NY,USA,Sphere,10 seconds,"It was not a plane, meteor or a balloon",2/7/20,
1/19/20 23:29,Laughlintown,PA,USA,,,MADAR Node  94,2/7/20,
1/19/20 21:30,Dalzell,SC,USA,Disk,45 minutes,"In Dalzell, in the area where 441/521 crosses there appeared to be a large Spot Light above my house. I got out my camera and witness a",2/7/20,
1/19/20 21:10,Mountlake Terrace,WA,USA,,,MADAR Node 100,2/7/20,
1/19/20 21:00,Centennial,CO,USA,Formation,10 seconds,Formation of 25-30 light gray objects pass through the night sky.,1/31/20,
1/19/20 19:00,Coachella,CA,USA,Fireball,2 minutes,Driving down Frederick st coming to stop light on. Ave 52 when we saw what looked like 3 fireballs coming down but  instead of just fal,1/31/20,
1/19/20 19:00,Worthing,SD,USA,Orb,5 seconds,There was a basketball sized orb that was bright white. Moved up and down and then disappeared.,1/31/20,
1/19/20 18:57,Avondale,AZ,USA,Triangle,20 seconds,I first noticed 2 red lights moving in perfect formation in the south/western sky moving east to west. The 2 red lights were tiny in co,1/31/20,
1/19/20 18:30,Brookings,SD,USA,Triangle,<1 minute,Triangular Shaped Drone,1/31/20,
1/19/20 15:36,Evans,GA,USA,Changing,3 minutes,"Christmas candy shaped, Mirror on bottom, disappeared & reappeared",2/13/20,
1/19/20 15:30,Boise,ID,USA,Other,10 seconds,"strange black dot below the moon, enlarged it appears to be a ship of some kind.",3/2/21,
1/19/20 13:05,Evansville,IN,USA,,,MADAR Node 153,2/7/20,
1/19/20 08:36,Pueblo,CO,USA,,,MADAR Node 83,1/31/20,
1/19/20 05:06,Newburgh,IN,USA,,,MADAR Node 142,2/7/20,
1/19/20 01:26,Santa Claus,IN,USA,,,MADAR Node 114,2/7/20,
1/18/20 21:00,La Mesa,CA,USA,Fireball,5 minutes,Orange fireball dropping a flare,2/7/20,
1/18/20 19:51,Mt. Vernon,IN,USA,,,MADAR Node 119,2/7/20,
1/18/20 19:30,Wilmington,NC,USA,Circle,3 minutes,One white light that dimmed and disappeared.,1/31/20,
1/18/20 19:05,Alamo,TX,USA,Light,7 minutes,    My uncle had seen it moving across the sky tapped my shoulder then asked me if it was a satellite. I witnessed what I can only desc,2/7/20,
1/18/20 18:50,Red Lodge,MT,USA,Light,10 minutes,We saw 30 dots of light traveling one after the other from the south west to the north east. Possibly satellites traveling in a line.,1/31/20,
1/18/20 17:00,Decaturville,TN,USA,Light,2 hours,I have been seeing the same bright yellow to orange color changing light circular shaped flying object that sometimes doesn't appear.,1/31/20,
1/18/20 12:35,Hartford,CT,USA,Light,All day,"Not so normal man whos clothes seem to work with his body, light that emits theme like features, I know it sounds crazy. but , no lie",1/19/21,
1/18/20 04:00,Baldwin Hills Estates,CA,USA,Orb,2 hours,Cloned Stars,2/7/20,
1/18/20 01:06,Harrisonburg,VA,USA,Triangle,30 seconds,Triangular light pattern rising slowly over northeast of Harrisonburg into the clouds. Followed seconds later by a single light.,2/7/20,
1/17/20 21:31,Delhi,NY,USA,Triangle,5-6 minutes,On 1/17/2020 FRIDAY EVENING AT 9:31 I WENT TO LET DOG OUT NOTICED IN N-E SKY TRIANGLE SHAPE OBJECT WITH ONE BRIGHT WHITE LIGHT ON EACH,2/7/20,
1/17/20 20:30,Fairplain,WV,USA,Circle,30,We saw the craft coming over the hill till it got so close I could see it and it was a space ship with lots of lights coming off it,2/7/20,
1/17/20 20:00,Malone,NY,USA,Circle,3 minutes,"These smaller looking aircrafts lined up in perfect formation like a trail of ants starting flying.  ((""Starlink"" satellites??))",2/7/20,
1/17/20 19:04,Alburgh,VT,USA,Formation,2 minutes,"I saw a string of double lights more than 50 moving upward through the sky.  ((""Starlink"" satellites??))",2/7/20,
1/17/20 19:00,Creedmoor/ Wake Forest,NC,USA,Light,4 hrs,White reddish light floating rapidly back and forth,3/2/21,
1/17/20 19:00,Lansdowne (Canada),ON,Canada,Light,10 minutes,"A straight line of non-blinking single lights.  ((""Starlink"" satellites??))",2/7/20,
1/17/20 18:30,Xenia,OH,USA,Light,10 minutes,"12 orange lights across the sky no noise at all!  ((""Starlink"" satellites??))",1/31/20,
1/17/20 18:30,Hawkesbury (Canada),ON,Canada,Light,15 minutes,"Strange string of lights in the sky.  ((""Starlink"" satellites??))",2/7/20,
