Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
4/28/20 21:49,Kamay,TX,USA,Light,1.5 minutes,I saw a line of about 8 to 10 star-like looking objects. They were moving in an upward angle towards south.  ((Starlink satellites??),6/25/20,
4/28/20 21:45,Iowa Park,TX,USA,Formation,1.5 minutes,19 starry objects in a line vanish.  ((Starlink satellites??),6/25/20,
4/28/20 21:45,Lawton,OK,USA,Formation,5 minutes,Linear light formation traveling east.  ((Starlink satellites??),6/25/20,
4/28/20 21:35,Leicester,NC,USA,Formation,5 minutes,A string of fast moving lights moving rapidly from north to south.  ((Starlink satellites??),6/25/20,
4/28/20 21:31,Oklahoma City,OK,USA,Other,More than a minute,We were on our way inside when we seen something flying in the sky. The way it moved did not resemble an aircraft that we know of.,9/9/22,Yes
4/28/20 21:30,Fordyce,AR,USA,Light,5-10min,Lights traveling.  ((Starlink satellites??),6/25/20,
4/28/20 21:30,Louisville,KY,USA,Light,5 MINUTES,Numerous lights moving in a single file seen in the nighttime sky.  ((Starlink satellites?)),6/25/20,
4/28/20 21:30,Greensboro,NC,USA,Formation,5 minutes,"23 unidentified flying objects in single file formation, flying at a high rate of speed.  ((Starlink satellites?))",6/25/20,
4/28/20 21:30,Folly Beach,SC,USA,Light,3 minutes,Approx. y 40 white lights in a straight line moving from right to left all disappearing at a certain point.  ((Starlink satellites?)),6/25/20,
4/28/20 21:30,Richlands,NC,USA,Light,15 minutes,lights evenly spaced traveling west to east. for aprox 15 min..  ((Starlink satellites??),6/25/20,
4/28/20 21:30,Elkview,WV,USA,Light,30 seconds,5-6 star like objects in a straight line moving across the sky from west to south east.  ((Starlink satellites>)),6/25/20,
4/28/20 21:20,Wichita,KS,USA,Formation,Minutes,Saw a bunch of round bright lights in formation across the whole sky..((Starlink satellites??),6/25/20,
4/28/20 21:19,Charleston,WV,USA,Light,About 2 minutes,Approximately 10 lights located high in the sky traveling simultaneously NW to SE.  ((Starlink satellites?)),6/25/20,
4/28/20 21:15,Boiling Spring Lakes,NC,USA,Other,90-120 seconds,"Numerous objects, similar in size and brightness to stars at night, moving rapidly in a northwest  to southeast arc, then disappearing.",6/25/20,
4/28/20 21:15,North Augusta,SC,USA,Light,10 minutes,Long  string of lights traveling for south west to the north east.  Evenly spaced apart.  ((Starlink satellites?)),6/25/20,
4/28/20 21:09,Watsonville,CA,USA,,,MADAR Node 105,6/25/20,
4/28/20 21:00,Baltimore City,MD,USA,Circle,10 seconds,Bright circular lights flying in unison.  ((Starlink satellites?)),6/25/20,
4/28/20 21:00,Mays Landing,NJ,USA,Circle,20 seconds,30 silent bright lights moving fast in a row.  ((Starlink satellites?)),6/25/20,
4/28/20 21:00,Merrilville,IN,USA,Light,1:45,UFOs Might be Observing Elon Musks StarLink satellites!,6/25/20,
4/28/20 21:00,Easley,SC,USA,Light,18 minutes,50 light anomalies headed north east in PERFECT FORMATION AND SPACING apart.  ((Starlink satellites??),6/25/20,
4/28/20 20:55,Scotts Valley,CA,USA,Chevron,5-10 seconds,"Large, dim, chevron shaped craft seen at night traveling north and accompanied by an oblong craft traveling very fast",6/25/20,
4/28/20 20:51,Newark,DE,USA,Light,1 minute,Lights moving evenly in single file at a fast pace.  ((Starlink satellites?)),6/25/20,
4/28/20 20:50,Pueblo,CO,USA,Light,2-3 minutes,Traveling lights over Pueblo.  ((Starlink satellites??),6/25/20,
4/28/20 20:45,Cottonwood,AZ,USA,Disk,5 seconds,"flew from East to West in straight line, flat circular object with dim white lights   around edges. Seem to become brighter and then va",6/25/20,
4/28/20 20:45,Beaverton,OR,USA,Sphere,15 seconds,"Appeared out of nowhere, slighyly above the tree line, crossed over roadway, east to west. White ball of light, crossed quickly then sp",6/25/20,
4/28/20 20:45,Medford,OR,USA,Fireball,10 seconds,Flaming object traveling extremely quickly from east to west duration lasting between 3 and 8 seconds descended towards Jacksonville.,6/25/20,
4/28/20 20:40,Salem,OR,USA,Circle,2 minutes,"I was driving on Cordon Rd, from Ward Dr to State St when I saw it. It was going perpendicular of my driving. It was just below the clo",6/25/20,
4/28/20 20:30,Dixon,NM,USA,Light,5min,"A string of lights symmetrical in distance apart, moving quick across the sky and then fading away.  ((Starlink satellites?))",6/25/20,
4/28/20 20:30,Albuquerque,NM,USA,Light,2 minutes,UFO - Red light hovers over Sandia Mountain then at low it changes to two different colors and dissappears!!,6/25/20,
4/28/20 20:27,Tulsa,OK,USA,Triangle,58 seconds,Photos of ufo hidden in cloud bank after thunderstorm.,6/25/20,
4/28/20 20:26,Spencer,OK,USA,Disk,30-45 seconds,"There was a single line of 13 saucer shaped disc headed east, there was no no noise.  ((Starlink satellites??)",6/25/20,
4/28/20 20:10,Palmer Lake,CO,USA,Light,,There was a line of craft perfectly spaced traveling across the sky.  ((Starlink satellites?)),6/25/20,
4/28/20 20:00,Hope Mills,NC,USA,Formation,20 Seconds,A perfectly straight line of bright lights were flying by overhead then ascended into outer space. ((Starlink satellites?)),6/25/20,
4/28/20 20:00,Trinidad,CA,USA,Disk,5 seconds,"Disk object seen flying at high rate of speed at low angle towards ocean. Surrounded by huge flames. Colored orange, yellow, blue, whit",6/25/20,
4/28/20 18:00,Gresham,OR,USA,Cigar,5 seconds,"Object was heading from east to west at an angle of descent. Was moving fast, unit it vanished. Entire object was lit up as a single li",6/25/20,
4/28/20 16:00,Baker City,OR,USA,Formation,45 minutes,I have never seen any thing like this and I use my binoculars several times a week.,6/25/20,
4/28/20 15:00,Eugene,OR,USA,Circle,Snap shot,4-28-20 3:10 pm I took three photos of a commercial plane flying East past our moon which was visible at the time. In the second photo ,6/25/20,
4/28/20 12:00,Magnolia Park,FL,USA,Changing,11 minutes,Large white and green shape low in sky see in magnolia park fl,6/25/20,
4/28/20 11:15,Denver,CO,USA,Light,20 seconds,I was sitting outside viewing the norther sky when I noticed eight lights in the shape of the tip of an arrow ^ but facing downward.  T,6/25/20,
4/28/20 11:00,Lake Quivira,KS,USA,Sphere,2 minutes,"During the morning we saw a UFO fly over us, black and transparent almost. It disappeared after a few minutes. Was weirdly shaped",6/25/20,
4/28/20 11:00,Granite Quarry,NC,USA,Sphere,8-10 seconds,Driving south on hwy 52 in Granite Quarry NC. 11:00am looked to the left and noticed a round shiney object 2 miles away and a few miles,6/25/20,
4/28/20 10:59,Portland,OR,USA,,,MADAR Node  66,6/25/20,
4/28/20 10:50,Ontario,OR,USA,Light,15 seconds,Satellite accelerated and changed directions around a seperate satellite very suddenly and quickly.,6/25/20,
4/28/20 09:30,Wilson,NC,USA,Light,10,20 lights  flying single file evenly apart.  ((Starlink satellites?)),6/25/20,
4/28/20 09:30,Statesboro,GA,USA,Fireball,5 mins,Several craft was shooting into the air and it lasted about 5 mins.  It looked like a chain of lights.  ((Starlink satellites?)),6/25/20,
4/28/20 07:20,Selinsgrove,PA,USA,Sphere,15 seconds,"Large Blue Sphere Over Susquehanna River, Selinsgrove PA, in the early morning hours of April 28, 2020",6/25/20,
4/28/20 02:10,Hermitage,PA,USA,Light,5 minutes,bright stationary star dims and brightens several times,6/25/20,
4/28/20 00:10,Säve,,,Triangle,00:10-00:27,prick vänder på himelen WTF.,6/25/20,
4/27/20 23:30,Maple Falls,WA,USA,Unknown,15 minutes,Last night we were outside and saw an object moving across the sky.  ((Starlink satellites?))o,6/25/20,
4/27/20 23:30,Kent,WA,USA,Circle,3-5 minutes,"Walked out side looking up at the night sky and thought to myself, wow theres a lot of stars tonight. Well then I realized that one of",6/25/20,
4/27/20 23:00,Carmichael,CA,USA,Light,30 seconds,It looked like the sheriffs helicopter with its spotlight on which is common in my area.  Absolutely no no noise.  It was flying direct,6/25/20,
4/27/20 23:00,Burnaby (Canada),BC,Canada,Light,one hour,Several star-like lights travelling across sky with one that sped up to avoid collision into another.  ((Starlink satellites?)),6/25/20,
4/27/20 23:00,Fayetteville,GA,USA,Egg,20 minutes,"Bright object over Atlanta, GA.",6/25/20,
4/27/20 22:45,Carryville,TN,USA,Formation,5 minutes,"I was driving home around 10:45 pm. I got off exit 134 in Carryville, Tn and over Covelake there were 3 orange lights. At first they we",6/25/20,
4/27/20 22:40,Raymond,WA,USA,Other,15-20 minutes,"24 lights from one spot in the sky, heading W S and E.  ((Starlink satellites?))",6/25/20,
4/27/20 22:00,Lansdale,PA,USA,Cigar,25 minutes,UFO'S playing in the sky.,6/25/20,
4/27/20 22:00,Los Angeles,CA,USA,Circle,1 hour,"It wasa Round Black Moon 45 degrees WNW with some yellow light coming through.

The more West it moved it started fading away.",6/25/20,
4/27/20 22:00,Marshfield,MO,USA,Light,Apx. 10 minutes,Apx 22:00 went out and looked up and saw a line of lights moving in a straight line. ((Starlink satellites?)),6/25/20,
4/27/20 21:30,Kansas City,KS,USA,Formation,15 seconds,1 object with 6 lights or 6 smaller objects in a perfectly straight line moving West to east  ((Starlink satellites?)),6/25/20,
4/27/20 21:20,Jefferson City,MO,USA,Light,5-7mins,A straight line of many multiple lights directly overhead.  ((Starlink satellites?)),6/25/20,
4/27/20 21:15,Wentzville,MO,USA,Circle,1 minute,30-50 lights flew from west to east in a straight line disappearing overhead.  ((Starlink satellites?)),6/25/20,
4/27/20 21:15,Chariton,IA,USA,Light,3 minutes,Line of 30-40 white lights moving single file through the sky from NW to SE,6/25/20,
4/27/20 21:15,Chesterfield,MO,USA,Formation,10 seconds,Star like formations moving quickly in sets of 3 across sky.  ((Starlink satellites?)),6/25/20,
4/27/20 21:14,Warsaw,MO,USA,Other,5 min 2 times,Truman Dam Missouri string of lights.  ((Starlink satellites?)),6/25/20,
4/27/20 21:10,Brentwood,TN,USA,Formation,2 minutes,little bright dots were lining up and heading to west and flying upwards and disappeared.  ((Starlink satellites?)),6/25/20,
4/27/20 21:10,Ruther Glen,VA,USA,Unknown,18 seconds,"Large ufo in Ruther Glen, VA.  ((Starlink satellites?))",6/25/20,
4/27/20 21:09,Watsonville,CA,USA,,,"MADAR Node 105, replaces 04/28/2020 same location",6/25/20,
4/27/20 21:08,Townsend,DE,USA,Formation,3 minutes,Lasted 3 minutes.right over my house 25 to 30 bright single and seperated by almost the same distance.  ((Starlink satellites?)),6/25/20,
4/27/20 21:06,Sunbury,PA,USA,Circle,90 seconds,25 solid circular lights moving SE in a strait line.  ((Starlink satellites?)),6/25/20,
4/27/20 21:05,Kitty Hawk,NC,USA,Formation,10 seconds,Observed straight line of 8-12 moving stars on a very clear night.  ((Starlink satellites?)),6/25/20,
4/27/20 21:03,Ellicott City,MD,USA,Formation,2 minutes,"A lined formation of brightly lit objects moving West to East, 12-15 objects in two groups, ((Starlink satellites?))",6/25/20,
4/27/20 21:01,Buffalo,NY,USA,Formation,2 minutes,"A long queue of whitish round orbs, perhaps 15 total, in the south covering the whole heavens.  ((Starlink satellites?))",6/25/20,
4/27/20 21:00,Edwardsville,KS,USA,Light,5 sec,Walked outside and seen a straight line of about 15 lights not in a row but two or three separated by a space. ((Starlink satellites?)),6/25/20,
4/27/20 21:00,Chesapeake,VA,USA,Other,10 seconds,Five lights (looked like stars) moving south one behind the other and disappeared in succession.  ((Starlink satellites?)),6/25/20,
4/27/20 21:00,South Charleston,WV,USA,Light,5min,Strand of lights perfectly spaced moving in unison across the sky. I counted over 20 crafts.  ((Starlink satellites?)),6/25/20,
4/27/20 21:00,Wyomissing,PA,USA,Unknown,>5 minutes,20 Lights in a row.  ((Starlink satellites?)),6/25/20,
4/27/20 21:00,Severn,MD,USA,Circle,7 minutes,25-30 White Lights Flying Over Severn.  ((Starlink satellites?)),6/25/20,
4/27/20 21:00,Williamsburg,VA,USA,Light,1 minute 30 seconds,40 plus lights detected in the sky traveling at a high rate of speed straight in a line.  ((Starlink satellites?)),6/25/20,
4/27/20 21:00,North Potomac,MD,USA,Light,2 minutes,In a clear sky 12-14 star like objects flying in a straight line  from North towards South .  ((Starlink satellites?)),6/25/20,
4/27/20 20:50,Houston,TX,USA,Circle,1-2 minutes,Circular object rotating and flying at a high rate of speed appeared to be avoiding my camera by turning off its lights.,6/25/20,
4/27/20 20:45,Quratsite,AZ,USA,Light,25 seconds,Flashing lghts inconsistent  string  blink bright to dim wavy flight patern ((Starlink satellites?)),6/25/20,
4/27/20 20:40,Binghamton,NY,USA,Light,5 to 10 minutes,About 10 to 15 white lights in a line seen in Upstate New York.  ((Starlink satellites?)),6/25/20,
4/27/20 20:40,Newberg,OR,USA,Light,15 minutes,Object with two whitish lights and blue glow flying over Chehalem mountains,6/25/20,
4/27/20 20:40,Valley Stream,NY,USA,Light,2-3 minutes,Straight string of small white lights across apex of sky.  ((Starlink satellites?)),6/25/20,
4/27/20 20:30,Vancouver (Canada),BC,Canada,Formation,10 minutes,"Stars moving across sky in formation, at equal distance and speed, following each other for 10 minutes((Starlink satellites?))",6/25/20,
4/27/20 20:15,Colonial Beach,VA,USA,Unknown,15 minutes,Saw 6 objects flying down the Potomac.,6/25/20,
4/27/20 10:14,Indianapolis,IN,USA,Formation,10 seconds,15 glowing objects in a strait line disappeared one after another. ((Starlink satellites?)),6/25/20,
4/27/20 09:30,Windsor,MO,USA,,2 minutes,convoy of 20+ lights in the evening sky with a witness.  ((Starlink satellites?)),6/25/20,
4/27/20 08:45,Eatonville,WA,USA,Light,15 seconds,Huge flash of light beamed out of sky into my woods. Noticed it from inside my cabin.  Ran outside and the light did not appear to have,6/25/20,
4/27/20 08:40,Newberg,OR,USA,Light,5-10 minutes,"A silent double blueish white light that moved extremely fast and did loops, turns, and an extremely fast descent, and blinked on and o",6/25/20,
4/27/20 06:00,Carlsbad,NM,USA,Light,10 minutes,"Outside at 6am and looked up abd saw what appeared to be a largwr rgan normal bright star. I watched it for about 3 minutes, then notic",6/25/20,
4/26/20 23:45,San Marcos,TX,USA,Triangle,,described as a triangle that was barely reflecting from the moon. It was absolutely silent,6/25/20,
4/26/20 23:30,Palmyra,IN,USA,Other,~1.5 minute,Dogs scratching and whimpering at door. Observed a dark craft the size of a barge over pond in the field. Object was two stories still,6/25/20,
4/26/20 23:30,Claremont,CA,USA,Triangle,15-45 seconds,TRIANGULAR AIRCRAFT EERILY SILENT AND SLOW-MOVING,6/25/20,
4/26/20 22:40,Pinckney,MI,USA,Other,15 seconds,Many lights up and down.  ((Starlink satellites?)),6/25/20,
4/26/20 22:30,Billings,MT,USA,Light,2-3 minutes,Seen a trail of 15 -20 lights in a string all travelling SW at a rapid speed.   ((Starlink satellites?)),6/25/20,
4/26/20 22:20,Portage,MI,USA,Light,30 swc,"Straight line of unevenly spaced lights moving from West-Southwest to East,  ((Starlink satellites?))",6/25/20,
4/26/20 22:15,Walton,KY,USA,Formation,1 minute,At least 12 obj objects in a formation. Straight line unequal distances apart.  ((Starlink satellites?)),6/25/20,
4/26/20 22:14,Cassopolis,MI,USA,Light,30-40 seconds,In-Line groupings of light streaming across night sky and dissapearing at specific point.  ((Starlink satellites?)),6/25/20,
4/26/20 22:12,Winchester,KY,USA,Other,15 seconds,I looked up at the moon because it ws so beautiful tonight. Right above my  ((Starlink satellites?)),6/25/20,
4/26/20 22:10,London,KY,USA,Light,30 seconds,Small lights moving vertically.,6/25/20,
4/26/20 22:10,Indianapolis,IN,USA,Orb,:60,Dozens of white orbs traveling in single file.  ((Starlink satellites?)),6/25/20,
4/26/20 22:10,Union,MI,USA,Light,2 minutes,35 small lites fairly straght line all spaced closely  in sky headed west to east from Chicago area. ((Starlink satellites?)),6/25/20,
4/26/20 22:08,Lebanon,IN,USA,Formation,45 sec,((NUFORC Note:  Witness provides no information.  PD)),6/25/20,
4/26/20 22:00,Greencastle,IN,USA,Light,A long line of lights in ,We watched at least 20 perfectly.  ((Starlink satellites?)),6/25/20,
4/26/20 22:00,Marion,TX,USA,Triangle,10 minutes,"Triangle or like a privates patch on its edge with no third  end,",6/25/20,
4/26/20 22:00,Fort Wright,KY,USA,Light,15 minutes,Lights in sky looking like a string of 15 lights going down.  ((Starlink satellites?)),6/25/20,
4/26/20 22:00,Niles,MI,USA,Unknown,15-20 seconds,15-20 lights in the sky.  ((Starlink satellites?)),6/25/20,
4/26/20 22:00,Robertsville,MO,USA,Circle,One minute,"Circular white objects spaced perfectly apart , about 30 of them, moving fast in a straight line, ((Starlink satellites?))",6/25/20,
4/26/20 22:00,Heber,UT,USA,Formation,30 seconds,"39 lights moving in an ESE direction. Unknown altitude, estimate 5-7 mile length,((Starlink satellites?))",6/25/20,
4/26/20 22:00,Science Hill,KY,USA,Other,5 minutes,A line of about 15 dots like stars in a perfect line by the moon in a pattern like . ... . .. ... E  ((Starlink satellites?)),6/25/20,
4/26/20 22:00,Delta,UT,USA,Formation,5 seconds,"35 objects flying approximately 1,500 feet above ground going in a straight line-type formation. ((Starlink satellites?))",6/25/20,
4/26/20 21:45,West Allis,WI,USA,Circle,30 minutes,wife an I see craft over w. allis for about 30 min an then it drifted n.w. out of sight,6/25/20,
4/26/20 21:30,Breese,IL,USA,Formation,3 minutes,"Vertical linear formation of lights that resembled stars, but disintegrated one by one.  ((Starlink satellites?))",6/25/20,
4/26/20 21:30,Jacksonville,IL,USA,Formation,10,((NUFORC Note:  Witness provides no information.  PD)),6/25/20,
4/26/20 21:30,Adams,TN,USA,Circle,10 minutes,Vertical line of lights disappearing one after another after about5 minutes.   ((Starlink satellites?)),6/25/20,
4/26/20 21:30,Jacksonville,IL,USA,Light,5 min,A line of fast moving lights coming from the north west all disappeared into the same location. ((Starlink satellites?)),6/25/20,
4/26/20 21:30,Lebanon,TN,USA,Light,1 minute,15 objects in a single file line disappearing.  ((Starlink satellites?)),6/25/20,
4/26/20 21:25,Palmyra,WI,USA,Sphere,1 minute,line of white lights travel across palmyra sky and disappear.  ((Starlink satellites?)),6/25/20,
4/26/20 21:23,Aurora,IL,USA,Light,:45 seconds,"Line of possible UFO's sighted over Aurora IL, USA.  ((Starlink satellites?))",6/25/20,
4/26/20 21:20,Johnsburg,IL,USA,Light,45 seconds,15 UFO white lights in a single file line Johnsburg Illinois.  ((Starlink satellites?)),6/25/20,
4/26/20 21:20,East Peoria,IL,USA,Light,45 SEC,"2 separate sighting same location within 5 minutes, first sight, then about 20 lights continous same direction ((Starlink satellites?))",6/25/20,
4/26/20 21:20,Westmont,IL,USA,Light,2-4 minutes,Line of star-like lights all moving slowly across the night sky until they abruptly disappeared.  ((Starlink satellites?)),6/25/20,
4/26/20 21:15,Maysville,IA,USA,Formation,3-4 minutes,30-50 White lights in a perfect line.  ((Starlink satellites?)),6/25/20,
4/26/20 21:10,Valparaiso,IN,USA,Formation,3 minutes,Straight line formation of  30 bright objects traveling east.  ((Starlink satellites?)),6/25/20,
4/26/20 21:10,Jordan,MN,USA,Circle,3 minutes,Line of light appeared and disappeared.  ((Starlink satellites?)),6/25/20,
4/26/20 21:10,Naperville,IL,USA,Light,3 minutes,We saw about 100 tiny lights like stars flying in a straight line from the west to the east directly over our home. They were very dist,6/25/20,
4/26/20 21:09,Menomonee Falls,WI,USA,Circle,1.5 minutes,Line of lights in the sky.  ((Starlink satellites?)),6/25/20,
4/26/20 21:08,Wheaton,IL,USA,Circle,30 seconds,I saw about 20 circular lit-up objects flying in a row in the sky. ((Starlink satellites?)),6/25/20,
4/26/20 21:05,Madison,WI,USA,Sphere,15 seconds,Saw and counted a line of 10 pretty much evenly spaced lights moving fairly fast and horizontal  ((Starlink satellites?)),6/25/20,
4/26/20 21:03,Mankato,MN,USA,Light,10 minutes,I saw a fleet of UFOs straight in a line passing over mankato. ((NUFORC Note:  Witness provides no information.  PD)),6/25/20,
4/26/20 21:00,San antonio,TX,USA,Sphere,1-2 minutes,I was driving to my house truh a empty street and I seen an object js standing on the air with no type of movement,3/6/23,
4/26/20 21:00,Springfield,IL,USA,Light,1 minute,String of white lights.  ((Starlink satellites?)),6/25/20,
4/26/20 21:00,Aurora,IL,USA,Light,1 minute,We were in the backyard BBQing and looked up in the sky and seen a line of bright lights very high ((Starlink satellites?)),6/25/20,
4/26/20 21:00,Hannibal,M0,USA,Formation,2-3 minutes,Line formation of UFOs leaving the atmosphere.  ((Starlink satellites?)),6/25/20,
4/26/20 21:00,Peotone,IL,USA,Other,,Myself and 3 other family members saw a line of 60 to 100 lights.  ((Starlink satellites?)),6/25/20,
4/26/20 20:40,Plainfield,IL,USA,Light,About 3 minutes,I noticed from the corner of my eye a string of lights.   ((Starlink satellites?)),6/25/20,
4/26/20 20:18,Rancho Cucamonga,CA,USA,Circle,90 Seconds,Very Bright circle aircraft with 4 bright lights like lightbulbs.,6/25/20,
4/26/20 20:05,Carlinville,IL,USA,Light,1 minute,BRIGHT LIGHTS 10-15 IN NUMBERS FLYING IN A PERFECT STRAIGHT LINE.  ((Starlink satellites?)),6/25/20,
4/26/20 19:58,Pueblo,CO,USA,,,MADAR Node 83,6/25/20,
4/26/20 19:45,Madison,WI,USA,Unknown,4 to 5 minutes,"red light through the sky at first, then 2 large square/rectangle were observed",6/25/20,
4/26/20 19:30,Houston,TX,USA,Circle,35min,Changed different colors and stayed stationary like a planet or blinking star. Till it descended to earth.,6/25/20,
4/26/20 19:22,Florissant,MO,USA,Orb,30 seconds,Saw a straight line of small orbs going up in the sky at angle.  ((Starlink satellites?)),6/25/20,
4/26/20 19:00,Rio de Janeiro (Brazil),,Brazil,Other,5 minutes,Seis ovnis como se fossem estrelas navegaram em linha reta mantendo uma distância semelhante ((Starlink satellites?)),6/25/20,
4/26/20 18:00,Markham,IL,USA,Formation,2 minutes,They were seen flying southeasterly Direction. I will find a straight line formation smaller ones in the front followed by one large ai,6/25/20,
4/26/20 14:10,Grand Junction,CO,USA,,,MADAR Node 75,6/25/20,
4/26/20 13:04,Mt. Vernon,IN,USA,,,MADAR Node 119,6/25/20,
4/26/20 13:00,Blackville (Canada),NB,Canada,Oval,5 minutes,I was flying my Phantom pro drone around 600 ft up when I saw a black flat half a oval shaped object fly over it but it was about 3000f,6/25/20,
4/26/20 11:54,Joliet,IL,USA,Formation,9 minutes,White lights forming straight line.  ((Starlink satellites?)),6/25/20,
4/26/20 09:54,Houston,TX,USA,,,MADAR Node 118,6/25/20,
4/26/20 09:25,Casey,IL,USA,Circle,3 minutes,14 lights.  ((Starlink satellites?)),6/25/20,
4/26/20 09:24,Richwoods,MO,USA,Light,2 minutes,single lights entering something that couldnt be seen.  ((Starlink satellites?)),6/25/20,
4/26/20 09:22,Milwaukee,WI,USA,Circle,925,8 lines in a row showered up and the disappeared.  ((Starlink satellites?)),6/25/20,
4/26/20 04:30,Mesa,AZ,USA,Circle,~30 seconds,"Faint light moving south to north, western sky about 4:30am 25th april could have been satellite.",6/25/20,
4/26/20 02:30,St. Louis,MO,USA,Light,about 1 hour,Lights in the sky and abduction.,6/25/20,
4/26/20 02:30,Orlando,FL,USA,Unknown,15 minutes,Large sparkle: seen MULTIPLE nights in a row,6/25/20,
4/26/20 00:00,Sandy Hook,CT,USA,Circle,12:00 AM- 12:40 AM,Loud Vibrating Noise and Object.,6/25/20,
4/26/20 00:00,Wadhams,MI,USA,Formation,5 minutes,ufo sighting leaving work?,6/25/20,
4/25/20 23:57,Tucson,AZ,USA,Egg,6 minutes,While letting out dog out my wife came to get me about a strange light in the sky. I went to our backyard and in the southern sky was a,6/25/20,
4/25/20 22:35,Bemidji,MN,USA,Orb,3 minutes,"Orange sphere travelling low across the sky, then disappears.",6/25/20,
4/25/20 22:30,Lake Stevens,WA,USA,Other,30 seconds,translucent white massive creature flying above lake stevens.,6/25/20,
4/25/20 22:05,Cambridge Township,MN,USA,Light,30+ minutes,I saw a bright white light when I looked W to the top of the trees. It was 4 to 5 times the size of the largest star.  ((Venus?)),6/25/20,
4/25/20 22:00,Moriarty,NM,USA,Circle,7 minutes,UFO in front of the moon.,6/25/20,
4/25/20 21:45,Ft. Morgan,CO,USA,Light,10 minutes,But look like several moving stars crawling up into the sky into a sequence line.  ((Starlink satellites?)),6/25/20,
4/25/20 21:45,Elbert,CO,USA,Formation,30 seconds,"vertical formation of stars connected by a straight, bright white light.",6/25/20,
4/25/20 21:39,Cole Harbour (Canada),NS,Canada,Formation,21:40,Strange Light Formation spotted on back deck.  ((Spacelink satellites?)),6/25/20,
4/25/20 21:30,Logan,UT,USA,Formation,10 seconds,"String of lights composed of ~12 circular objects.  Appeared briefly (10 seconds),and was moving N to S.  ((Starlink satellites?))",6/25/20,
4/25/20 21:10,St. Charles (?),MN,USA,Circle,10 seconds,"8 or 9, bright star, like shapes, traveling in a straight line to the southeast', 9:10 pm.  ((Starlink satellites?))",6/25/20,
4/25/20 21:00,Eudora,KS,USA,Changing,1 week,Increasing activity over the past week . Circular objects on camera . One large crescent moon like object fading in and out like an ecl,6/25/20,
4/25/20 20:45,Waterboro,ME,USA,Formation,20-30 seconds,String of multiple white lights traveling across sky.   ((Starlink satellites?)),6/25/20,
4/25/20 20:40,North Conway,NH,USA,Orb,3 minutes,I saw at least 12 glowing orbs in perfect formation traveling diagonally.   ((Starlink satellites?)),6/25/20,
4/25/20 20:35,Bar Harbor,ME,USA,Formation,30-60 seconds,Long trail of slow-moving lights through the night sky.   ((Starlink satellites?)),6/25/20,
4/25/20 20:35,Lubec,ME,USA,Light,10 minutes,"Two strings of bright white lights (50-60 in total), appeared like a train in the night sky.   ((Starlink satellites?))",6/25/20,
4/25/20 20:30,Williston,VT,USA,Unknown,1 minute,3 lights traveling silently across the sky - multiple witnesses.   ((Starlink satellites?)),6/25/20,
4/25/20 20:27,Maple Valley,WA,USA,Cylinder,6 minutes,Cylindrical Object with Flashing White Light is Stationary and then Quickly Disappears.,6/25/20,
4/25/20 20:00,Sun City,AZ,USA,Oval,Unknown,On Apr25 2020 at approximately 20:00 I went outside my house as it was a beautiful evening I had my cell phone with me. I may have been,6/25/20,
4/25/20 20:00,Chillicothe,IL,USA,Oval,5 - 8 minutes,Fleet of unidentified lighted aircraft shooting through the Illinois skies.  ((Starlink satellites?)),6/25/20,
4/25/20 12:00,Meriden,CT,USA,Unknown,5 mins,Was out for a walk and saw a very low flying JetBlue. After watching the jet noticed a flashing object in the distance. The object hove,6/25/20,
4/25/20 10:30,Anniston,AL,USA,Circle,90 min,"On the west side of Anniston, Al. As soon as I walked out I noticed a very bright light in the N.  ((Venus?))",6/25/20,
4/25/20 09:45,Cosby,TN,USA,Oval,,Looked at the night sky then told my dad to come and see,12/22/22,
4/25/20 08:45,Littlerock,AR,USA,,,MADAR Node 56,6/25/20,
4/25/20 06:25,Newington,CT,USA,,,MADAR Node 106,6/25/20,
4/25/20 05:33,Aurora (Canada),ON,Canada,Circle,,3 circle of lights which formed a triangle in the Southern Sky,6/25/20,
4/25/20 04:03,Yuma,AZ,USA,Circle,7 minutes,Bright flash of light in sky followed by 2 objects traveling in different directions.,6/25/20,
4/25/20 02:25,Mountlake Terrace,WA,USA,,,MADAR Node 100,6/25/20,
4/25/20 01:25,Nickerson,NE,USA,Other,2 minutes,low flying semi transparent silent object,6/25/20,
4/25/20 00:00,Altura,MN,USA,Formation,30 seconds,4 people saw a formation of at least 19 craft obviously in the outer atmospher travel E to W.   ((Starlink satellites?)),6/25/20,
4/24/20 23:00,Fairfield,ID,USA,Light,10,Row of lights headed Northeast.  ((Starlink satellites?)),6/25/20,
4/24/20 22:30,Ortonville,MI,USA,Formation,5-10 min,The objects where in a straight line turned green with several white dots across the sky moving in a line.  ((Spacelink satellites?)),6/25/20,
4/24/20 22:20,Kenova,WV,USA,Light,10 minutes,Two different blue and red looking lights blinking on each object. One was a little higher than the other. One disappeared in the tree,6/25/20,
4/24/20 22:07,Grants Pass,OR,USA,Formation,1-2 minutes,"Looking SE towards the coast, I noticed a few lights coming up from behind the pines in my neighbor's yard.  ((Starlink satellites?))",6/25/20,
4/24/20 22:05,Lowell,MI,USA,Light,1 minute,Many bright lights in single file formation crossing the sky.   ((Starlink satellites?)),6/25/20,
